bvets motor noise table 0.01
0,0.316883,0,0,0,0,0,0,0
8.262387,0.726926,0.430206,0,0,0,0,0,0
8.37404,0.732468,0.436019,0,0.009683,0,0,0,0
8.5,0.727233,0.442578,0,0.020608,0,0,0,0
16.611654,0.390144,0.864935,0.491615,0.724116,0,0,0,0
17.194696,0.365915,0.835177,0.526951,0.774682,0,0,0,0
19.762736,0.259197,0.704108,0.68259,0.997403,0.118858,0,0,0
25,0.041556,0.436804,1,0.763481,0.361258,0,0,0
26,0,0.385765,0.960784,0.718816,0.407542,0,0,0
33.558269,0,0,0.664382,0.381226,0.757366,0,0,0
38.63224,0,0,0.465402,0.154597,0.992208,0,0,0
41.981856,0,0,0.334045,0.004987,0.830435,0,0,0
42.09351,0,0,0.329666,0,0.825042,0.006562,0,0
50.5,0,0,0,0,0.419043,0.500608,0,0
58.953245,0,0,0,0,0.010785,0.997403,0,0
59.176553,0,0,0,0,0,0.984279,0.013055,0
67.438939,0,0,0,0,0,0.498701,0.496104,0
75.924634,0,0,0,0,0,0,0.992208,0.40775
87.871598,0,0,0,0,0,0,0.63832,0.981818
109.420796,0,0,0,0,0,0,0,0.845241
160,0,0,0,0,0,0,0,0.524675
